
---------- Begin Simulation Statistics ----------
simSeconds                                   0.005096                       # Number of seconds simulated (Second)
simTicks                                   5096408000                       # Number of ticks simulated (Tick)
finalTick                                  5096408000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     24.95                       # Real time elapsed on the host (Second)
hostTickRate                                204287186                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1211220                       # Number of bytes of host memory used (Byte)
simInsts                                      9175570                       # Number of instructions simulated (Count)
simOps                                        9472360                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   367797                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     379693                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          5096410                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.555433                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.800399                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        12052355                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    15099                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       11357492                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  19568                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              2595093                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1355827                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2032                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             5010062                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.266936                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.122960                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.sqAvgOccupancy                   0.10                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.readHits                         0                       # read hits (Count)
system.cpu.mmu.dtb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.dtb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.dtb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.dtb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.dtb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.dtb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.dtb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.dtb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.dtb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.dtb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.dtb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   5096408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   5096408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   5096408000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             2501243     49.92%     49.92% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                1787445     35.68%     85.60% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing             96716      1.93%     87.53% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              213758      4.27%     91.80% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           138733      2.77%     94.57% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall       272167      5.43%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               12696665                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                   677                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  67227                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  25399                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  28501                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands             9182707                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    16657066                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 13814747                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   1817251                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                   476567                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps               6793642                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  2389065                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                   11852                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing               11857                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    247661                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                 5719743                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                   681248                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         16529849                       # The number of ROB reads (Count)
system.cpu.rob.writes                        24231620                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  9175570                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                    9472360                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                2797285                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    23                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                10277                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           1679                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              11160                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                1523                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               1523                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           10278                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateReq              19                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateResp             19                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        18887                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        15547                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    34434                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       413824                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       435584                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                    849408                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              2046                       # Total snoops (Count)
system.l2bus.snoopTraffic                       13248                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               13866                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.020770                       # Request fanout histogram (Count)
