
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006583                       # Number of seconds simulated (Second)
simTicks                                   6582830000                       # Number of ticks simulated (Tick)
finalTick                                  6582830000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     32.41                       # Real time elapsed on the host (Second)
hostTickRate                                203088318                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1208148                       # Number of bytes of host memory used (Byte)
simInsts                                     12026923                       # Number of instructions simulated (Count)
simOps                                       12150015                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   371044                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     374841                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          6582832                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.547341                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.827014                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        16310419                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16653                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       15266638                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   8363                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4177056                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1974289                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2039                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             6501247                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.348263                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.089815                       # Number of insts issued each cycle (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6582830000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.readHits                         0                       # read hits (Count)
system.cpu.mmu.itb.readMisses                       0                       # read misses (Count)
system.cpu.mmu.itb.readAccesses                     0                       # read accesses (Count)
system.cpu.mmu.itb.writeHits                        0                       # write hits (Count)
system.cpu.mmu.itb.writeMisses                      0                       # write misses (Count)
system.cpu.mmu.itb.writeAccesses                    0                       # write accesses (Count)
system.cpu.mmu.itb.hits                             0                       # Total TLB (read and write) hits (Count)
system.cpu.mmu.itb.misses                           0                       # Total TLB (read and write) misses (Count)
system.cpu.mmu.itb.accesses                         0                       # Total TLB (read and write) accesses (Count)
system.cpu.mmu.itb.walker.num_4kb_walks             0                       # Completed page walks with 4KB pages (Count)
system.cpu.mmu.itb.walker.num_64kb_walks            0                       # Completed page walks with 64KB pages (Count)
system.cpu.mmu.itb.walker.num_2mb_walks             0                       # Completed page walks with 2MB pages (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   6582830000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   6582830000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running             3327905     51.19%     51.19% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                2359310     36.29%     87.48% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing            134208      2.06%     89.54% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked              214085      3.29%     92.84% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking           164205      2.53%     95.36% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall       301534      4.64%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts               17259104                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                   647                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                  88134                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                  25454                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                  22883                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            13243503                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    23309610                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                 18960102                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                   3025859                       # Number of floating rename lookups (Count)
system.cpu.rename.vecLookups                   687394                       # Number of vector rename lookups (Count)
system.cpu.rename.committedMaps               9317715                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                  3925788                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                   12550                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing               12568                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    368908                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                 7293459                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                  1697898                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                         22014815                       # The number of ROB reads (Count)
system.cpu.rob.writes                        32788568                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                 12026923                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                   12150015                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                3461114                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    23                       # Number of system calls (Count)
system.l2bus.transDist::ReadResp                10724                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty           2133                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict              11042                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq                  1                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp                 1                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq                1435                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp               1435                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq           10724                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateReq               5                       # Transaction distribution (Count)
system.l2bus.transDist::InvalidateResp              5                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port        18530                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port        16937                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total                    35467                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       406208                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port       495232                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total                    901440                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                              2038                       # Total snoops (Count)
system.l2bus.snoopTraffic                       13248                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples               14202                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.020701                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.142387                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                     13908     97.93%     97.93% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                       294      2.07%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total                 14202                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED   6582830000                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy             27157000                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
