
---------- Begin Simulation Statistics ----------
simSeconds                                   0.006886                       # Number of seconds simulated (Second)
simTicks                                   6885933000                       # Number of ticks simulated (Tick)
finalTick                                  6885933000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     33.08                       # Real time elapsed on the host (Second)
hostTickRate                                208167476                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1208152                       # Number of bytes of host memory used (Byte)
simInsts                                     12027155                       # Number of instructions simulated (Count)
simOps                                       12150247                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   363590                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     367311                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          6885935                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.572532                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.746626                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        16290514                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16248                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       15302154                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   9933                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              4156514                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1921693                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1634                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             6802550                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.249473                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.001721                       # Number of insts issued each cycle (Count)
system.l2bus.snoop_filter.hitSingleSnoops          273                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              5432                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data              1213                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total                 6645                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             5432                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data             1213                       # number of overall hits (Count)
system.l2cache.overallHits::total                6645                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst            1538                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::cpu.data            4551                       # number of demand (read+write) misses (Count)
system.l2cache.demandMisses::total               6089                       # number of demand (read+write) misses (Count)
system.l2cache.overallMisses::cpu.inst           1538                       # number of overall misses (Count)
system.l2cache.overallMisses::cpu.data           4551                       # number of overall misses (Count)
system.l2cache.overallMisses::total              6089                       # number of overall misses (Count)
system.l2cache.demandMissLatency::cpu.inst    151566000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::cpu.data    445077000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.demandMissLatency::total     596643000                       # number of demand (read+write) miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.inst    151566000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::cpu.data    445077000                       # number of overall miss ticks (Tick)
system.l2cache.overallMissLatency::total    596643000                       # number of overall miss ticks (Tick)
system.l2cache.demandAccesses::cpu.inst          6970                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::cpu.data          5764                       # number of demand (read+write) accesses (Count)
system.l2cache.demandAccesses::total            12734                       # number of demand (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.inst         6970                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::cpu.data         5764                       # number of overall (read+write) accesses (Count)
system.l2cache.overallAccesses::total           12734                       # number of overall (read+write) accesses (Count)
system.l2cache.demandMissRate::cpu.inst      0.220660                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::cpu.data      0.789556                       # miss rate for demand accesses (Ratio)
system.l2cache.demandMissRate::total         0.478169                       # miss rate for demand accesses (Ratio)
system.l2cache.overallMissRate::cpu.inst     0.220660                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::cpu.data     0.789556                       # miss rate for overall accesses (Ratio)
system.l2cache.overallMissRate::total        0.478169                       # miss rate for overall accesses (Ratio)
system.l2cache.demandAvgMissLatency::cpu.inst 98547.464239                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::cpu.data 97797.626895                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.demandAvgMissLatency::total 97987.025784                       # average overall miss latency in ticks ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.inst 98547.464239                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::cpu.data 97797.626895                       # average overall miss latency ((Tick/Count))
system.l2cache.overallAvgMissLatency::total 97987.025784                       # average overall miss latency ((Tick/Count))
system.l2cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l2cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.l2cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l2cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_wbuffers            nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l2cache.writebacks::writebacks             210                       # number of writebacks (Count)
system.l2cache.writebacks::total                  210                       # number of writebacks (Count)
system.l2cache.demandMshrMisses::cpu.inst         1538                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::cpu.data         4551                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.demandMshrMisses::total           6089                       # number of demand (read+write) MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.inst         1538                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::cpu.data         4551                       # number of overall MSHR misses (Count)
system.l2cache.overallMshrMisses::total          6089                       # number of overall MSHR misses (Count)
system.l2cache.demandMshrMissLatency::cpu.inst    120806000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::cpu.data    354057000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.demandMshrMissLatency::total    474863000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.inst    120806000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::cpu.data    354057000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.overallMshrMissLatency::total    474863000                       # number of overall MSHR miss ticks (Tick)
system.l2cache.demandMshrMissRate::cpu.inst     0.220660                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::cpu.data     0.789556                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.demandMshrMissRate::total     0.478169                       # mshr miss ratio for demand accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.inst     0.220660                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::cpu.data     0.789556                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.overallMshrMissRate::total     0.478169                       # mshr miss ratio for overall accesses (Ratio)
system.l2cache.demandAvgMshrMissLatency::cpu.inst 78547.464239                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::cpu.data 77797.626895                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.demandAvgMshrMissLatency::total 77987.025784                       # average overall mshr miss latency ((Tick/Count))
system.l2cache.overallAvgMshrMissLatency::cpu.inst 78547.464239                       # average overall mshr miss latency ((Tick/Count))
